fitness,algorithm,N,best_fitness,time,random_state,max_iters
FlipFlop,random_hill_climb,30,22.0,0.00017976760864257812,3,50.0
FlipFlop,random_hill_climb,30,22.0,0.0001728534698486328,3,500.0
FlipFlop,random_hill_climb,30,22.0,0.00017309188842773438,3,1000.0
FlipFlop,simulated_annealing,30,23.0,0.0005450248718261719,0,50.0
FlipFlop,simulated_annealing,30,25.0,0.002621889114379883,0,500.0
FlipFlop,simulated_annealing,30,26.0,0.0012011528015136719,0,1000.0
FlipFlop,simulated_annealing,30,20.0,0.0005168914794921875,1,50.0
FlipFlop,simulated_annealing,30,26.0,0.0009739398956298828,1,500.0
FlipFlop,simulated_annealing,30,26.0,0.0009701251983642578,1,1000.0
FlipFlop,simulated_annealing,30,22.0,0.0005269050598144531,2,50.0
FlipFlop,simulated_annealing,30,25.0,0.0016589164733886719,2,500.0
FlipFlop,simulated_annealing,30,25.0,0.0016360282897949219,2,1000.0
FlipFlop,simulated_annealing,30,25.0,0.0005109310150146484,3,50.0
FlipFlop,simulated_annealing,30,25.0,0.0009250640869140625,3,500.0
FlipFlop,simulated_annealing,30,25.0,0.0009238719940185547,3,1000.0
FlipFlop,genetic_alg,30,25.0,0.06229400634765625,0,50.0
FlipFlop,genetic_alg,30,25.0,0.0924072265625,0,500.0
FlipFlop,genetic_alg,30,25.0,0.10948824882507324,0,1000.0
FlipFlop,genetic_alg,30,24.0,0.08752799034118652,1,50.0
FlipFlop,genetic_alg,30,24.0,0.08720993995666504,1,500.0
FlipFlop,genetic_alg,30,24.0,0.08722090721130371,1,1000.0
FlipFlop,genetic_alg,30,24.0,0.09212994575500488,2,50.0
FlipFlop,genetic_alg,30,24.0,0.09193778038024902,2,500.0
FlipFlop,genetic_alg,30,24.0,0.09227800369262695,2,1000.0
FlipFlop,genetic_alg,30,24.0,0.13223910331726074,3,50.0
FlipFlop,genetic_alg,30,24.0,0.13200879096984863,3,500.0
FlipFlop,genetic_alg,30,24.0,0.1331009864807129,3,1000.0
FlipFlop,mimic,30,28.0,0.5774238109588623,0,5.0
FlipFlop,mimic,30,28.0,1.783484935760498,0,50.0
FlipFlop,mimic,30,29.0,1.7807941436767578,0,100.0
FlipFlop,mimic,30,29.0,0.5759530067443848,1,5.0
FlipFlop,mimic,30,29.0,1.7684049606323242,1,50.0
FlipFlop,mimic,30,29.0,1.7678031921386719,1,100.0
FlipFlop,mimic,30,28.0,0.5770959854125977,2,5.0
FlipFlop,mimic,30,29.0,1.9536833763122559,2,50.0
FlipFlop,mimic,30,29.0,1.9558258056640625,2,100.0
FlipFlop,mimic,30,29.0,0.5755839347839355,3,5.0
FlipFlop,mimic,30,29.0,1.7741649150848389,3,50.0
FlipFlop,mimic,30,29.0,1.7733349800109863,3,100.0
FourPeaks,random_hill_climb,30,3.0,6.318092346191406e-05,0,50.0
FourPeaks,random_hill_climb,30,0.0,4.696846008300781e-05,0,500.0
FourPeaks,random_hill_climb,30,0.0,4.506111145019531e-05,0,1000.0
FourPeaks,random_hill_climb,30,2.0,5.1021575927734375e-05,1,50.0
FourPeaks,random_hill_climb,30,2.0,5.0067901611328125e-05,1,500.0
FourPeaks,random_hill_climb,30,2.0,4.9114227294921875e-05,1,1000.0
FourPeaks,random_hill_climb,30,0.0,5.3882598876953125e-05,2,50.0
FourPeaks,random_hill_climb,30,0.0,5.1975250244140625e-05,2,500.0
FourPeaks,random_hill_climb,30,0.0,5.1975250244140625e-05,2,1000.0
FourPeaks,random_hill_climb,30,7.0,8.082389831542969e-05,3,50.0
FourPeaks,random_hill_climb,30,7.0,8.106231689453125e-05,3,500.0
FourPeaks,random_hill_climb,30,7.0,0.00010275840759277344,3,1000.0
